NodeName,X,Y
TRPM7,-0.007814480923116207,0.34086117148399353
ESRRG,-0.04266976937651634,0.34870612621307373
ATP1A1,-0.04875987395644188,0.3442119359970093
LINC01762,-0.04805659130215645,0.34576305747032166
[endothelial cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000115),0.14367233216762543,0.18531155586242676
SHANK3,0.2145354449748993,0.2531338036060333
ADGRL4,0.22651974856853485,0.2890549898147583
EGFL7,0.19270898401737213,0.2228202521800995
TEK,0.22101645171642303,0.2757512331008911
PLVAP,0.19941581785678864,0.16697636246681213
CEACAM1,0.20299626886844635,0.22721436619758606
NOSTRIN,0.19008062779903412,0.227320596575737
SLCO2A1,0.16389723122119904,0.2314346730709076
CALCRL,0.14082671701908112,0.011474067345261574
FLT1,0.2153312861919403,0.2510340213775635
[fibroblast](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000057),-0.04471208155155182,-0.3261964023113251
FBLN5,-0.0902945026755333,-0.37316280603408813
SVEP1,-0.0560150183737278,-0.3755530118942261
CDH11,-0.04745689779520035,-0.385835200548172
MOXD1,-0.08567965030670166,-0.3821225166320801
C7,-0.024660594761371613,-0.3803079128265381
PLCXD3,-0.04818693920969963,-0.39586180448532104
PLA2G4A,-0.07472071796655655,-0.38623911142349243
NID1,-0.07002367824316025,-0.3900068998336792
ATRNL1,-0.06628058105707169,-0.38191190361976624
SPON1,-0.018084464594721794,-0.3783639967441559
[leukocyte](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000738),0.10052908957004547,0.17876887321472168
IKZF1,0.13749806582927704,0.1976177841424942
DOCK2,0.05272652581334114,0.11376023292541504
PTPRC,0.13998161256313324,0.19129829108715057
F13A1,0.022964445874094963,0.2541314363479614
FYB1,0.04822123423218727,0.1173618733882904
AOAH,0.028361450880765915,0.15417799353599548
INPP5D,0.2831391394138336,0.26007071137428284
MRC1,0.022930696606636047,0.2540687322616577
SMAP2,0.048764634877443314,0.11560798436403275
ATP8B4,0.05295519530773163,0.11333899945020676
[renal intercalated cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0005010),0.06628976762294769,0.29320764541625977
LINC01187,0.09172037988901138,0.3268319368362427
SLC4A9,0.0915897786617279,0.3269309997558594
ATP6V1C2,0.07868914306163788,0.30937162041664124
GALNT17,0.09608722478151321,0.31075578927993774
KIT,-0.004612339194864035,0.19385559856891632
IL18,0.10746274143457413,0.34493720531463623
CLNK,0.00960732065141201,0.3274635970592499
ATP6V0D2,0.09266311675310135,0.31740713119506836
RHCG,0.0934753566980362,0.3126036524772644
ITGA6,0.07817757874727249,0.3208073079586029
[papillary tips cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_1000597),0.011229453608393669,-0.2958136200904846
KRT13,-0.01372329331934452,-0.31747403740882874
EEF1A1,-8.32976438687183e-05,-0.3297271132469177
S100A6,0.11528634279966354,-0.19693627953529358
EHF,-0.005098431836813688,-0.32692384719848633
AMBRA1,-0.02431027777493,-0.33950042724609375
LCN2,0.01136760413646698,-0.3320203721523285
SLPI,-0.007895701564848423,-0.3187806010246277
TACSTD2,0.004151623696088791,-0.32581380009651184
RPL41,-0.018545178696513176,-0.34257692098617554
RPLP1,-0.028965067118406296,-0.3360725939273834
[parietal epithelial cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_1000452),0.2516191899776459,0.40394750237464905
KCNT2,0.26548731327056885,0.42499208450317383
ALDH1A2,0.1589113175868988,0.43438464403152466
CFH,0.2743309736251831,0.41550296545028687
PAWR,0.3046305775642395,0.4119168221950531
FRMD4A,0.29963192343711853,0.4307691156864166
SLC4A11,0.26289430260658264,0.4305188059806824
LINC01435,0.2715817987918854,0.42386096715927124
PDE1A,0.30258145928382874,0.42484191060066223
RHEX,0.3039107918739319,0.4185396432876587
SYNE1,0.28568577766418457,0.3703457713127136
[glomerular visceral epithelial cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000653),-0.1511111557483673,0.12200857698917389
NPHS2,-0.18689176440238953,0.16904333233833313
ADAMTS19,-0.16788457334041595,0.1831304281949997
WT1,-0.09293580800294876,-0.09800943732261658
FMN2,-0.18758273124694824,0.17494581639766693
NTNG1,-0.17558611929416656,0.18477046489715576
PTPRQ,-0.17203225195407867,0.17999887466430664
NPHS1,-0.18811838328838348,0.1756049245595932
PTPRO,-0.1804722100496292,0.17221738398075104
ZNF804A,-0.16552892327308655,0.17794054746627808
ST6GALNAC3,-0.1815393567085266,0.18232379853725433
[renal principal cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0005009),-0.13340824842453003,0.10624922811985016
KSR2,-0.15954825282096863,0.08987615257501602
GRIP1,-0.08687694370746613,0.10692920535802841
EYA4,-0.18797144293785095,0.12173015624284744
GATA3,-0.1603827178478241,0.08537457883358002
ANK3,-0.08194763958454132,0.11996112018823624
PRKAG2,-0.12119853496551514,0.11643534153699875
C11orf80,-0.18575017154216766,0.12809288501739502
MECOM,-0.12368199229240417,0.09616459161043167
PAPPA,-0.11834665387868881,0.11769753694534302
[epithelial cell of proximal tubule](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0002306),-0.9490559697151184,-0.06403645873069763
LINC01020,-0.9877234101295471,-0.0808011069893837
PLG,-0.9852563738822937,-0.059046778827905655
AGXT2,-0.9651353359222412,-0.08856841176748276
ACMSD,-0.9845896363258362,-0.06584566086530685
SLC36A2,-0.9941114783287048,-0.07856133580207825
SLC13A1,-0.9808344841003418,-0.08892753720283508
CDH9,-0.990337610244751,-0.06960839778184891
LINC02027,-0.9907525777816772,-0.05478504300117493
CUBN,-0.9997497797012329,-0.07445353269577026
RAB11FIP3,-0.9974424242973328,-0.06823781877756119
[Schwann cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0002573),0.04996179789304733,0.5485215783119202
CDH19,0.029517628252506256,0.5880489349365234
NRXN1,0.019853338599205017,0.5851942300796509
NCAM1,0.03565612807869911,0.5937402248382568
PRIMA1,0.04581591486930847,0.6041094660758972
CADM2,0.026904962956905365,0.5949457287788391
ZNF536,0.02144121751189232,0.5912191867828369
ADGRB3,0.04314325377345085,0.5940020680427551
EPB41L2,0.05225040763616562,0.6028810739517212
STARD13,0.03994987905025482,0.6016039848327637
SCN7A,0.03300156816840172,0.6006901860237122
[kidney loop of Henle thick ascending limb epithelial cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_1001106),-0.19898109138011932,0.4338277578353882
GP2,-0.23899120092391968,0.43922579288482666
SLC12A1,-0.1602194458246231,0.39972198009490967
CASR,-0.23573295772075653,0.44527778029441833
CLCN5,-0.2465381771326065,0.44564250111579895
CGNL1,-0.2422167956829071,0.45411035418510437
ESRRB,-0.16026322543621063,0.39960041642189026
UMOD,-0.23248185217380524,0.45078161358833313
PKP4,-0.22700293362140656,0.5540106296539307
[vascular associated smooth muscle cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000359),-0.14591942727565765,-0.4842774569988251
PDGFRB,-0.20449306070804596,-0.5144314765930176
CARMN,-0.20502761006355286,-0.5141513347625732
NTRK3,-0.18376749753952026,-0.5335338711738586
CACNA1C,-0.16691306233406067,-0.5349974632263184
MYH11,-0.10470736026763916,-0.29392921924591064
ADGRL3,-0.1804269552230835,-0.5218754410743713
COL25A1,-0.2026948481798172,-0.5201143026351929
PRKG1,-0.2609841525554657,-0.5364984273910522
DLC1,-0.15857811272144318,-0.533528208732605
PRR16,-0.2051640748977661,-0.5140112042427063
[kidney afferent arteriole endothelial cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_1001096),0.25966158509254456,0.3878117799758911
VEGFC,0.28295576572418213,0.44566428661346436
CCDC3,0.2690960168838501,0.44533711671829224
CD34,0.2747535705566406,0.44111838936805725
ADAMTS6,0.2935451865196228,0.42451632022857666
PALMD,0.2853364050388336,0.42689085006713867
CDH13,0.293107271194458,0.42482882738113403
CHRM3,0.2913913428783417,0.44091182947158813
GFOD1,0.2762261629104614,0.44696760177612305
HEG1,0.28464728593826294,0.44042783975601196
PATJ,-0.10827969014644623,0.3854716420173645
[vasa recta ascending limb cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_1001131),0.2344864308834076,0.24416127800941467
RAMP3,0.23944106698036194,0.25523754954338074
TLL1,0.2646932601928711,0.2670096457004547
PLAT,0.2654542624950409,0.2781949043273926
LIMS2,0.26760533452033997,0.2629212439060211
LINC02147,0.2599446773529053,0.269193172454834
GPM6A,0.23140139877796173,0.2543981075286865
"[mature B cell](href=""http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000785)",0.4067818820476532,0.3257978558540344
FCRL1,0.43865564465522766,0.3379264771938324
MS4A1,0.4676356911659241,0.394316703081131
PAX5,0.4402010440826416,0.3465513586997986
IGHM,0.44405969977378845,0.3347121477127075
ARHGAP24,0.43455541133880615,0.3493419587612152
MARCH1,0.44350332021713257,0.33252865076065063
BANK1,0.44347497820854187,0.3413349688053131
RALGPS2,0.43621665239334106,0.3436828851699829
ARHGAP15,0.45494675636291504,0.3561568558216095
[dendritic cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000451),-0.16363610327243805,0.35964083671569824
RAB7B,-0.1936081051826477,0.40487319231033325
IDO1,-0.1945757269859314,0.39730972051620483
FLT3,-0.27305909991264343,0.21952536702156067
IDO2,-0.2000703662633896,0.4049358665943146
WDFY4,-0.1705349236726761,0.42388343811035156
FNBP1,-0.17631925642490387,0.4099894165992737
CCDC26,-0.18868330121040344,0.4006643295288086
HDAC9,-0.2926315367221832,0.41159218549728394
SLC9A9,-0.2000843733549118,0.39798903465270996
PIK3C2G,-0.0811353400349617,0.10813076794147491
TEX41,-0.07783989608287811,0.10843721777200699
[renal alpha-intercalated cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0005011),0.07131946086883545,0.2787283658981323
PDE1C,0.1116863340139389,0.33316007256507874
PACRG,0.12280099093914032,0.3052578270435333
PTGER3,-0.002657789271324873,0.3330382704734802
SLC26A7,0.08370888233184814,0.31029391288757324
[kidney collecting duct principal cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_1001431),-0.11697641015052795,0.06271487474441528
PWRN1,-0.17913907766342163,0.02550395205616951
AQP2,-0.17226549983024597,0.024464646354317665
LINC01482,-0.17758585512638092,0.03799770399928093
[kidney loop of Henle cortical thick ascending limb epithelial cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/1001109),-0.2193642556667328,0.41424599289894104
HS6ST2,-0.25775256752967834,0.4581037759780884
RP1,-0.26725316047668457,0.4394132196903229
LINC01606,-0.26206985116004944,0.4521860182285309
CCDC148,-0.26501017808914185,0.4460945725440979
LDB3,-0.17988626658916473,-0.538644552230835
MCAM,-0.18526329100131989,-0.5260656476020813
KCNAB1,-0.17463794350624084,-0.5404255986213684
PDZRN4,-0.16960249841213226,-0.5291488766670227
LMOD1,-0.16702759265899658,-0.5464774966239929
ACTA2,-0.17369873821735382,-0.5248070955276489
[mononuclear phagocyte](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000113),-0.4152488112449646,0.469339519739151
DLEU2,-0.4597509801387787,0.49271899461746216
FOXN3,-0.44507139921188354,0.5115469694137573
RUNX1,-0.4582681953907013,0.4799305200576782
LDLRAD4,-0.4579099118709564,0.486142098903656
RBPJ,-0.45044493675231934,0.49964308738708496
CELF2,-0.4532003700733185,0.5077643394470215
FMN1,-0.45185190439224243,0.4923626184463501
CHST11,-0.45788466930389404,0.5014015436172485
PRKCB,-0.44605571031570435,0.5057063698768616
UGT2B7,0.03230971470475197,0.5412315130233765
GALNT14,0.03976716101169586,0.5500796437263489
ADAMTS9-AS1,0.05510896444320679,0.5511580109596252
UNC5D,0.024420594796538353,0.5470178723335266
ITGB8,0.04925215616822243,0.5470470190048218
STOX2,0.06005821377038956,0.5407697558403015
DSCAML1,0.046451546251773834,0.552832841873169
ARHGAP29,0.04585258290171623,0.5403311252593994
MAGI2,0.022678103297948837,0.5460593700408936
COL4A3,0.03228912875056267,0.5437104105949402
NEBL,0.08616780489683151,0.44713014364242554
[vasa recta descending limb cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_1001285),0.29398682713508606,0.3985041677951813
EFNB2,0.32267552614212036,0.45170214772224426
SYN3,0.33383339643478394,0.4432660937309265
PTPRB,0.3040386140346527,0.36456042528152466
PLPP1,0.3303431570529938,0.4486571252346039
RUNX1T1,0.33877161145210266,0.4410077929496765
TIMP3,0.32669949531555176,0.4461401700973511
TMEM52B,-0.0125725157558918,0.35083696246147156
EGF,-0.05214313045144081,0.3400784134864807
ADAMTS12,-0.07138510048389435,-0.371877521276474
ABCA6,-0.08834508061408997,-0.3724324703216553
CCBE1,-0.034368596971035004,-0.3869267702102661
CLMP,-0.08121651411056519,-0.38616618514060974
[glomerular capillary endothelial cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_1001005),0.2768051028251648,0.31149888038635254
HECW2,0.32142218947410583,0.3370869755744934
BTNL9,0.3185350298881531,0.3526625633239746
EMCN,0.3265780210494995,0.33943402767181396
PLPP3,0.3240581750869751,0.3465273082256317
SMAD6,0.3175460994243622,0.34635159373283386
[kidney inner medulla collecting duct epithelial cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_1000547),-0.017639150843024254,0.14178556203842163
LINC01924,0.016578877344727516,0.17291752994060516
CAPN8,0.013653472065925598,0.16330303251743317
SAMD12,0.004080933053046465,0.17565399408340454
NAALADL2,0.01991402730345726,0.1676507443189621
LRBA,0.009554055519402027,0.16876183450222015
PCDH7,0.010985001921653748,0.17651313543319702
[renal beta-intercalated cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0002201),0.11571232974529266,0.3714481592178345
SLC26A4,0.15367558598518372,0.4149186313152313
SLC35F3,0.14966294169425964,0.4182816445827484
DGKI,0.15794065594673157,0.41187527775764465
PPM1E,0.14414387941360474,0.42096006870269775
PDZD2,0.16127470135688782,0.407439261674881
[endothelial cell of lymphatic vessel](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0002138),-0.04639752209186554,0.2704804539680481
TBX1,-0.06952303647994995,0.3336964547634125
CCL21,-0.0022227768786251545,0.048412568867206573
MMRN1,-0.04509973153471947,0.3385317623615265
PKHD1L1,-0.06472177803516388,0.3221883475780487
SEMA3A,-0.05643690750002861,0.33965229988098145
FLRT2,-0.060220737010240555,0.3309168815612793
RELN,-0.07562549412250519,0.3200278580188751
GRAPL,-0.06901732087135315,0.3267052471637726
ELK3,-0.05242311209440231,0.3344130218029022
KALRN,-0.06312858313322067,0.3373558819293976
[macrophage](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000235),-0.06021614745259285,0.31806597113609314
MS4A6A,-0.06938954442739487,0.37964874505996704
CD163,-0.04954201355576515,0.370624303817749
STAB1,-0.06053490191698074,0.37395671010017395
SLC1A3,-0.07309236377477646,0.3736427128314972
COLEC12,-0.1428741216659546,0.16481439769268036
CD163L1,-0.07854370772838593,0.3732403814792633
TLR2,-0.03592994436621666,0.18955601751804352
SLCO2B1,-0.059159744530916214,0.3831630349159241
[macula densa epithelial cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_1000850),-0.24948184192180634,0.6685361862182617
NOS1,-0.2607218027114868,0.719175398349762
TMPRSS4,-0.27791547775268555,0.7079800367355347
PPFIA2,-0.2584204077720642,0.7097048163414001
BBOX1,-0.2675471603870392,0.718762993812561
PAPPA2,-0.2743093967437744,0.7159059047698975
ERBB4,-0.27165794372558594,0.7091671824455261
ITGB6,-0.2538442313671112,0.7172794938087463
CALCR,-0.24967384338378906,0.7119574546813965
DEPTOR,-0.265205055475235,0.7106960415840149
[mast cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000097),-0.006500568240880966,0.36163195967674255
CPA3,-0.0770799070596695,0.3219066560268402
TPSB2,-0.0033005978912115097,0.42645782232284546
HDC,5.353685264708474e-05,0.41929152607917786
SLC8A3,-0.006384049076586962,0.42137783765792847
SLC18A2,0.012786229141056538,0.42106181383132935
SLC24A3,-0.00950697809457779,0.4225465655326843
GRAP2,0.007709089666604996,0.41700759530067444
IL18R1,0.006850695237517357,0.42202121019363403
GATA2,0.002724096179008484,0.4257906973361969
LSAMP,-0.0794987827539444,-0.37510380148887634
PID1,-0.07512861490249634,-0.3888077735900879
MEIS1,-0.06067875027656555,-0.3711114823818207
LAMA2,-0.03741808235645294,-0.3934088945388794
HPSE2,-0.03172298148274422,-0.3929036259651184
LPAR1,-0.053196538239717484,-0.3947160243988037
[kidney loop of Henle medullary thick ascending limb epithelial cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_1001108),-0.08596131950616837,0.3667081594467163
SIM2,-0.09972863644361496,0.4280311167240143
ATP1B1,-0.04271041229367256,0.34839504957199097
[mesangial cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000650),-0.24951933324337006,-0.5364338159561157
AGTR1,-0.2837611138820648,-0.5683377981185913
PIEZO2,-0.2806908190250397,-0.5799177289009094
WISP1,-0.2768961489200592,-0.5746058225631714
DAAM2,-0.28907710313796997,-0.5634671449661255
ITGA8,-0.2859741151332855,-0.5735086798667908
ROBO1,-0.27334845066070557,-0.5823429822921753
[monocyte](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000576),-0.005843007937073708,0.056178223341703415
CSF2RA,-0.033976972103118896,0.12992773950099945
RTN1,-0.0023886258713901043,-0.025643188506364822
HLA-DPB1,-0.0872216448187828,0.2090175449848175
CIITA,0.001174675882793963,-0.022701580077409744
HLA-DRB1,0.00041585040162317455,-0.016177954152226448
MSR1,-0.015035700052976608,-0.023088660091161728
[lymphocyte](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000542),0.007972010411322117,0.24061831831932068
GNLY,0.041268229484558105,0.13221032917499542
RUNX3,-0.014129563234746456,0.2812359631061554
CD247,-0.07826599478721619,0.18967677652835846
MYBL1,0.00463696988299489,0.28614965081214905
SLFN12L,-0.07813812792301178,0.1897546947002411
IKZF3,-0.0004821302427444607,0.28017130494117737
SAMD3,-0.015321229584515095,0.2746645510196686
APBA2,0.0004021303029730916,0.290266752243042
STAT4,-0.020146453753113747,0.28263652324676514
[neutrophil](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000775),0.26324623823165894,-0.07272033393383026
FCGR3B,0.31907594203948975,-0.07805487513542175
S100A8,0.3230954706668854,-0.06381726264953613
S100A9,0.23800940811634064,0.04833923280239105
CSF3R,0.318023145198822,-0.05287688970565796
MXD1,0.32472142577171326,-0.050196561962366104
ITM2B,0.32387301325798035,-0.05703895166516304
FTL,0.31948122382164,-0.06790154427289963
ACTB,0.320051372051239,-0.04665637016296387
DHFR,0.31803539395332336,-0.059704121202230453
SLC11A1,-0.0012726979330182076,-0.006684140767902136
MYO1F,0.0036278851330280304,-0.014154410921037197
ADGRE2,-0.01850559376180172,-0.021568404510617256
ITGAL,-0.007233514450490475,-0.016336625441908836
IRAK3,-0.007582515012472868,-0.02554769068956375
TBXAS1,-0.010253725573420525,-0.011941337026655674
ZEB2,-0.011566851288080215,-0.024924330413341522
[Outer Medullary Collecting Duct Intercalated Type A](),0.059898510575294495,0.29335176944732666
RCAN2,0.07231561094522476,0.333113431930542
ATP6V0A4,0.07770572602748871,0.3317051827907562
[Outer Medullary Collecting Duct Principal](),-0.08319025486707687,0.08738511800765991
BMPR1B,-0.12319887429475784,0.09469028562307358
TRPM3,-0.11117371171712875,0.12516582012176514
[Papillary Tip Epithelial](),0.020240947604179382,-0.28964075446128845
SPINK1,-0.001983224879950285,-0.32272717356681824
GPX2,0.005861776415258646,-0.330478698015213
DHRS2,-0.010496887378394604,-0.3229289948940277
[Parietal Epithelial](),0.23598475754261017,0.4074159562587738
KIRREL3,0.15753088891506195,0.44844427704811096
KLRG2,0.2736547589302063,0.41510868072509766
FAM189A1,0.27623772621154785,0.4212084114551544
CLDN1,0.26847007870674133,0.4305121898651123
RBFOX1,0.27709898352622986,0.4088854193687439
[Peritubular Capilary Endothelial](),0.21403834223747253,0.23779982328414917
EML1,0.22404198348522186,0.2609174847602844
[plasma cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000786),0.35038289427757263,0.15451517701148987
MZB1,0.39215120673179626,0.18569210171699524
IGHG3,0.40563368797302246,0.189581960439682
IGHG1,0.3976639211177826,0.18740974366664886
POU2AF1,0.4000820219516754,0.19288437068462372
IGHGP,0.4102931320667267,0.18089452385902405
IFNG-AS1,0.24216485023498535,-0.003524529980495572
IGHA1,0.4023369550704956,0.16521264612674713
TENT5C,0.4099152386188507,0.16995267570018768
MEI1,0.39495453238487244,0.19656135141849518
IGKC,0.4050309360027313,0.18492552638053894
[plasmacytoid dendritic cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000784),-0.3717973530292511,0.07548937946557999
CLEC4C,-0.433697372674942,0.08306029438972473
LINC01478,-0.43150264024734497,0.05304580554366112
CLIC3,-0.4249918460845947,0.07402028143405914
FAM129C,-0.42946332693099976,0.07765175402164459
CUX2,-0.43591320514678955,0.06496890634298325
VASH2,-0.4345499873161316,0.05902060121297836
BCL11A,-0.42237886786460876,0.05424628034234047
RUBCNL,-0.4285604953765869,0.058890972286462784
LINC00996,-0.42227914929389954,0.04341538995504379
TARID,-0.17707958817481995,0.17919014394283295
ARHGEF26,-0.17198637127876282,0.17451611161231995
AFM,-0.9316891431808472,-0.07672225683927536
PAH,-0.9904078245162964,-0.046288859099149704
SLC34A1,-0.8917368054389954,-0.06047879904508591
SLC17A1,-0.9108136296272278,-0.06266020983457565
SLC28A1,-0.9633190035820007,-0.04263630136847496
SMIM2-AS1,-0.9842453002929688,-0.050592463463544846
SLC13A3,-0.9675388336181641,-0.05790700763463974
ACSM2B,-0.9950878024101257,-0.062182627618312836
ACSM2A,-0.9797704219818115,-0.08076499402523041
CLDN10,-0.9859030842781067,-0.041875291615724564
SLC2A9,-1.0,-0.059340886771678925
CRYL1,-0.9350523948669434,-0.05377091094851494
SUGCT,-0.9911222457885742,-0.0861595943570137
SLC5A12,-0.9852353930473328,-0.07396192848682404
ERRFI1,-0.9855650067329407,-0.09135875850915909
LINC00671,-0.9493647217750549,-0.04356013610959053
TINAG,-0.9971346259117126,-0.051596105098724365
SLC6A13,-0.9717044234275818,-0.04419991746544838
DPYS,-0.9684914350509644,-0.07758785784244537
[kidney granular cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000648),-0.37008485198020935,-0.5943189263343811
ABCC8,-0.39929524064064026,-0.6276474595069885
REN,-0.40881404280662537,-0.6125790476799011
COL13A1,-0.401642769575119,-0.6358420848846436
CACNB2,-0.40260186791419983,-0.6213964223861694
ADCY3,-0.39343786239624023,-0.638207733631134
PIP5K1B,-0.3938737213611603,-0.6321991086006165
GRID2,-0.4068548381328583,-0.6302050352096558
WFDC1,-0.41200461983680725,-0.617621898651123
SLIT3,-0.4097253978252411,-0.623771607875824
GINS3,0.051668789237737656,0.5965390801429749
CYP27C1,0.05946728587150574,0.6023147702217102
[T cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_000084),-0.14677703380584717,0.12024993449449539
IL7R,-0.20654547214508057,0.14657877385616302
THEMIS,-0.010291886515915394,-0.015450885519385338
ITK,-0.20695875585079193,0.1525728702545166
BCL11B,-0.2119537740945816,0.1345496028661728
LINC01934,-0.2123536765575409,0.14945144951343536
CAMK4,-0.2135205864906311,0.14429692924022675
RHOH,-0.21474888920783997,0.13896818459033966
CD96,-0.20869740843772888,0.14049400389194489
CCDC102B,-0.16973456740379333,-0.5408369898796082
RGS5,-0.14474758505821228,-0.5389928221702576
MAP1B,-0.16395467519760132,-0.5410091876983643
HS6ST3,-0.14670608937740326,-0.5442354679107666
"[kidney loop of Henle thin ascending limb epithelial cell
](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_1001107)",-0.08286178857088089,0.3732760548591614
"[vasa recta ascending limb cell
](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_1001131)",0.23448610305786133,0.24416115880012512
[mature B cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000785),0.40736880898475647,0.32492655515670776
ZCCHC7,0.45944276452064514,0.34875011444091797
KAZN,-0.03235375136137009,0.18497158586978912
SLIT2,0.11595267057418823,0.31741783022880554
MAGI1,0.11905864626169205,0.31196555495262146
SLC8A1,0.11185197532176971,0.31000858545303345
TMEM117,0.12299233675003052,0.2957127094268799
MPPED2,0.11649984121322632,0.299011766910553
SCNN1G,-0.17692074179649353,0.0199833195656538
HSD11B2,-0.17827598750591278,0.030523035675287247
RALYL,-0.1509326547384262,0.09565582126379013
AGBL4,-0.17354823648929596,0.01605904847383499
